#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  76
# Band-Index    1
   0.18736    -14.422829  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.21859    -14.415569  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.24982    -14.407408  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.28104    -14.398434  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.31227    -14.388835  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.34350    -14.378669  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.37472    -14.367339  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.40595    -14.353744  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.43718    -14.339040  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.46841    -14.323219  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.49963    -14.306302  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.53086    -14.288562  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.56209    -14.269798  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.59331    -14.250449  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
