      #Energy        TDOS
     -10.30612       0.00000
     -10.30212       0.00000
     -10.29812       0.00000
     -10.29412       0.00000
     -10.29012       0.00000
     -10.28612       0.00000
     -10.28212       0.00000
     -10.27812       0.00000
     -10.27412       0.00000
     -10.27012       0.00000
     -10.26612       0.00000
     -10.26212       0.00000
     -10.25812       0.00000
     -10.25412       0.00000
     -10.25012       0.00000
     -10.24612       0.00000
     -10.24212       0.00000
     -10.23812       0.00000
     -10.23412       0.00000
     -10.23012       0.00000
     -10.22612       0.00000
     -10.22212       0.00000
     -10.21812       0.00000
     -10.21412       0.00000
     -10.21012       0.00000
     -10.20612       0.00000
     -10.20212       0.00000
     -10.19812       0.00000
     -10.19412       0.00000
     -10.19012       0.00000
     -10.18612       0.00000
     -10.18212       0.00000
     -10.17812       0.00000
     -10.17412       0.00000
     -10.17012       0.00000
     -10.16612       0.00000
     -10.16212       0.00000
     -10.15812       0.00000
     -10.15412       0.00000
     -10.15012       0.00000
     -10.14612       0.00000
     -10.14212       0.00000
     -10.13812       0.00000
     -10.13412       0.00000
     -10.13012       0.00000
     -10.12612       0.00000
     -10.12212       0.00000
     -10.11812       0.00000
     -10.11412       0.00000
     -10.11012       0.00000
     -10.10612       0.00000
     -10.10212       0.00000
     -10.09812       0.00000
     -10.09412       0.00000
     -10.09012       0.00000
     -10.08612       0.00000
     -10.08212       0.00000
     -10.07812       0.00000
     -10.07412       0.00000
     -10.07012       0.00000
     -10.06612       0.00000
     -10.06212       0.00000
     -10.05812       0.00000
     -10.05412       0.00000
     -10.05012       0.00000
     -10.04612       0.00000
     -10.04212       0.00000
     -10.03812       0.00000
     -10.03412       0.00000
     -10.03012       0.00000
     -10.02612       0.00000
     -10.02212       0.00000
     -10.01812       0.00000
     -10.01412       0.00000
     -10.01012       0.00000
     -10.00612       0.00000
     -10.00212       0.00000
      -9.99812       0.00000
      -9.99412       0.00000
      -9.99012       0.00000
      -9.98612       0.00000
      -9.98212       0.00000
      -9.97812       0.00000
      -9.97412       0.00000
      -9.97012       0.00000
      -9.96612       0.00000
      -9.96212       0.00000
      -9.95812       0.00000
      -9.95412       0.00000
      -9.95012       0.00000
      -9.94612       0.00000
      -9.94212       0.00000
      -9.93812       0.00000
      -9.93412       0.00000
      -9.93012       0.00000
      -9.92612       0.00000
      -9.92212       0.00000
      -9.91812       0.00000
      -9.91412       0.00000
      -9.91012       0.00000
      -9.90612       0.00000
      -9.90212       0.00000
      -9.89812       0.00000
      -9.89412       0.00000
      -9.89012       0.00000
      -9.88612       0.00000
      -9.88212       0.00000
      -9.87812       0.00000
      -9.87412       0.00000
      -9.87012       0.00000
      -9.86612       0.00000
      -9.86212       0.00000
      -9.85812       0.00000
      -9.85412       0.00000
      -9.85012       0.00000
      -9.84612       0.00000
      -9.84212       0.00000
      -9.83812       0.00000
      -9.83412       0.00000
      -9.83012       0.00000
      -9.82612       0.00000
      -9.82212       0.00000
      -9.81812       0.00000
      -9.81412       0.00000
      -9.81012       0.00000
      -9.80612       0.00000
      -9.80212       0.00000
      -9.79812       0.00000
      -9.79412       0.00000
      -9.79012       0.00000
      -9.78612       0.00000
      -9.78212       0.00000
      -9.77812       0.00000
