  #K-Path    Energy        Zn        Al         S
# NKPTS & NBANDS: 120  52
# Band-Index    1
    2.002   -1.7707     0.058     0.022     0.468
    1.973   -1.7856     0.056     0.020     0.468
    1.945   -1.7861     0.054     0.019     0.468
    1.916   -1.7692     0.050     0.015     0.468
    1.888   -1.7336     0.046     0.014     0.474
    1.859   -1.6802     0.044     0.013     0.478
    1.830   -1.6125     0.040     0.012     0.482
    1.802   -1.5353     0.038     0.011     0.488
    1.773   -1.4535     0.036     0.010     0.494
    1.744   -1.3720     0.038     0.009     0.500
    1.716   -1.2954     0.038     0.007     0.504
    1.687   -1.2282     0.044     0.007     0.510
    1.659   -1.1743     0.054     0.006     0.508
    1.630   -1.1377     0.080     0.008     0.504
    1.601   -1.1194     0.102     0.009     0.498
    1.573   -1.1121     0.106     0.011     0.496
    1.544   -1.1093     0.106     0.011     0.496
    1.516   -1.1086     0.106     0.011     0.494
    1.516   -1.1086     0.106     0.011     0.494
    1.480   -1.1095     0.106     0.012     0.492
    1.445   -1.1124     0.106     0.010     0.496
    1.410   -1.1317     0.106     0.010     0.496
    1.375   -1.1638     0.108     0.010     0.492
    1.340   -1.2292     0.106     0.020     0.488
    1.305   -1.3501     0.100     0.034     0.472
    1.270   -1.5212     0.016     0.018     0.496
    1.235   -1.6239     0.016     0.020     0.484
    1.200   -1.7092     0.018     0.024     0.480
    1.165   -1.7692     0.018     0.030     0.472
    1.130   -1.8028     0.020     0.034     0.468
    1.095   -1.8144     0.020     0.038     0.468
    1.060   -1.8103     0.022     0.042     0.468
    1.025   -1.7965     0.022     0.044     0.464
    0.990   -1.7775     0.022     0.048     0.460
    0.955   -1.8515     0.084     0.006     0.460
    0.920   -1.9311     0.072     0.044     0.432
    0.885   -2.0826     0.080     0.006     0.444
    0.850   -2.1953     0.078     0.006     0.436
    0.850   -2.1953     0.078     0.006     0.436
    0.838   -2.2317     0.076     0.006     0.436
    0.826   -2.2674     0.076     0.006     0.436
    0.815   -2.3023     0.074     0.006     0.432
    0.803   -2.3362     0.074     0.006     0.432
    0.791   -2.3691     0.072     0.006     0.428
    0.780   -2.4007     0.072     0.006     0.428
    0.768   -2.4310     0.070     0.006     0.428
    0.756   -2.4598     0.070     0.006     0.424
    0.745   -2.4869     0.068     0.006     0.424
    0.733   -2.5123     0.068     0.006     0.424
    0.721   -2.5357     0.066     0.004     0.420
    0.710   -2.5570     0.066     0.004     0.416
    0.698   -2.5759     0.064     0.004     0.420
    0.686   -2.5924     0.064     0.004     0.416
    0.674   -2.6062     0.062     0.004     0.420
    0.663   -2.6172     0.062     0.004     0.416
    0.651   -2.6252     0.062     0.004     0.416
    0.639   -2.6301     0.062     0.004     0.416
    0.628   -2.6317     0.062     0.004     0.412
    0.628   -2.6317     0.062     0.004     0.412
    0.595   -2.6117     0.062     0.004     0.420
    0.562   -2.5555     0.062     0.006     0.420
    0.529   -2.4710     0.062     0.006     0.424
    0.496   -2.3662     0.064     0.006     0.436
    0.463   -2.2477     0.064     0.006     0.442
    0.430   -2.0783     0.072     0.040     0.472
    0.396   -1.9758     0.050     0.010     0.460
    0.363   -1.8437     0.058     0.006     0.468
    0.330   -1.7091     0.060     0.006     0.476
    0.297   -1.5785     0.064     0.006     0.484
    0.264   -1.4561     0.068     0.004     0.492
    0.231   -1.3466     0.074     0.004     0.500
    0.198   -1.2562     0.084     0.006     0.500
    0.165   -1.1899     0.096     0.006     0.500
    0.132   -1.1483     0.102     0.008     0.500
    0.099   -1.1257     0.106     0.010     0.500
    0.066   -1.1146     0.106     0.010     0.496
    0.033   -1.1098     0.106     0.012     0.496
    0.000   -1.1086     0.106     0.011     0.494
 
# Band-Index   35
    0.000   -1.0608     0.014     0.000     0.536
    0.033   -1.0730     0.014     0.000     0.536
    0.066   -1.1092     0.016     0.004     0.528
    0.099   -1.1257     0.106     0.010     0.500
    0.132   -1.1483     0.102     0.008     0.500
    0.165   -1.1899     0.096     0.006     0.500
    0.198   -1.2561     0.084     0.006     0.500
    0.231   -1.3466     0.074     0.004     0.500
    0.264   -1.4561     0.068     0.004     0.492
    0.297   -1.5785     0.064     0.006     0.484
    0.330   -1.7091     0.060     0.006     0.476
    0.363   -1.8437     0.058     0.006     0.468
    0.396   -1.9758     0.050     0.010     0.460
    0.430   -2.0072     0.022     0.056     0.452
    0.463   -1.9537     0.026     0.058     0.452
    0.496   -1.8951     0.026     0.056     0.456
    0.529   -1.8358     0.024     0.058     0.460
    0.562   -1.7796     0.022     0.058     0.460
    0.595   -1.7347     0.016     0.060     0.464
    0.628   -1.7162     0.014     0.060     0.464
    0.628   -1.7162     0.014     0.060     0.464
    0.639   -1.7161     0.014     0.060     0.464
    0.651   -1.7160     0.014     0.060     0.464
    0.663   -1.7157     0.014     0.060     0.464
    0.674   -1.7153     0.014     0.060     0.460
    0.686   -1.7149     0.014     0.060     0.460
    0.698   -1.7144     0.014     0.060     0.464
    0.710   -1.7138     0.014     0.060     0.460
    0.721   -1.7132     0.014     0.060     0.464
    0.733   -1.7127     0.014     0.060     0.460
    0.745   -1.7121     0.014     0.060     0.460
    0.756   -1.7117     0.014     0.060     0.464
    0.768   -1.7114     0.014     0.060     0.464
    0.780   -1.7112     0.014     0.060     0.464
    0.791   -1.7113     0.016     0.060     0.464
    0.803   -1.7116     0.016     0.060     0.460
    0.815   -1.7123     0.016     0.060     0.464
    0.826   -1.7133     0.016     0.058     0.460
    0.838   -1.7148     0.016     0.058     0.464
    0.850   -1.7167     0.016     0.058     0.460
    0.850   -1.7167     0.016     0.058     0.460
    0.885   -1.7257     0.018     0.056     0.460
    0.920   -1.7569     0.090     0.012     0.460
    0.955   -1.8132     0.022     0.046     0.448
    0.990   -1.7550     0.054     0.018     0.464
    1.025   -1.6584     0.062     0.014     0.468
    1.060   -1.5645     0.068     0.012     0.476
    1.095   -1.4775     0.074     0.012     0.480
    1.130   -1.3991     0.080     0.010     0.484
    1.165   -1.3307     0.084     0.010     0.492
    1.200   -1.2729     0.090     0.010     0.492
    1.235   -1.2259     0.096     0.008     0.496
    1.270   -1.1890     0.100     0.008     0.496
    1.305   -1.1612     0.102     0.010     0.500
    1.340   -1.1410     0.104     0.010     0.500
    1.375   -1.1270     0.106     0.010     0.500
    1.410   -1.1179     0.106     0.010     0.500
    1.445   -1.0977     0.016     0.002     0.528
    1.480   -1.0698     0.014     0.000     0.532
    1.516   -1.0608     0.014     0.000     0.536
    1.516   -1.0608     0.014     0.000     0.536
    1.544   -1.0636     0.014     0.000     0.536
    1.573   -1.0723     0.016     0.000     0.532
    1.601   -1.0870     0.020     0.003     0.530
    1.630   -1.1050     0.042     0.006     0.522
    1.659   -1.1223     0.064     0.010     0.512
    1.687   -1.1420     0.072     0.010     0.510
    1.716   -1.1669     0.074     0.011     0.506
    1.744   -1.2556     0.080     0.051     0.486
    1.773   -1.4343     0.084     0.051     0.474
    1.802   -1.5353     0.038     0.010     0.486
    1.830   -1.6125     0.040     0.012     0.482
    1.859   -1.6802     0.044     0.014     0.478
    1.888   -1.7336     0.046     0.015     0.474
    1.916   -1.7692     0.050     0.015     0.468
    1.945   -1.7861     0.054     0.019     0.468
    1.973   -1.7856     0.056     0.020     0.468
    2.002   -1.7707     0.058     0.022     0.470
    2.031   -1.7445     0.058     0.024     0.470
    2.059   -1.7144     0.032     0.038     0.464
    2.059   -1.7144     0.032     0.038     0.464
    2.083   -1.7177     0.050     0.030     0.468
    2.106   -1.7276     0.072     0.022     0.470
    2.129   -1.7422     0.046     0.032     0.462
    2.153   -1.7565     0.044     0.034     0.462
    2.176   -1.7715     0.042     0.036     0.460
    2.199   -1.7860     0.042     0.036     0.458
    2.223   -1.7981     0.042     0.038     0.454
    2.246   -1.8030     0.042     0.039     0.448
    2.269   -1.7903     0.044     0.042     0.446
    2.293   -1.7548     0.028     0.036     0.458
    2.316   -1.7661     0.076     0.009     0.460
    2.340   -1.7808     0.080     0.009     0.460
    2.363   -1.7996     0.082     0.008     0.458
    2.386   -1.8245     0.080     0.009     0.458
    2.410   -1.8502     0.070     0.012     0.462
    2.433   -1.8691     0.058     0.015     0.458
    2.456   -1.8794     0.046     0.020     0.456
    2.480   -1.8812     0.038     0.024     0.456
    2.503   -1.8741     0.030     0.031     0.454
    2.503   -1.8741     0.030     0.031     0.454
    2.520   -1.8803     0.027     0.033     0.453
    2.536   -1.8887     0.024     0.039     0.448
    2.553   -1.8867     0.024     0.046     0.445
    2.569   -1.8735     0.026     0.049     0.444
    2.586   -1.8537     0.028     0.050     0.447
    2.602   -1.8307     0.030     0.051     0.446
    2.619   -1.8068     0.030     0.052     0.450
    2.635   -1.7838     0.028     0.052     0.452
    2.652   -1.7627     0.028     0.054     0.453
    2.668   -1.7446     0.026     0.054     0.456
    2.685   -1.7301     0.024     0.055     0.459
    2.701   -1.7197     0.022     0.056     0.460
    2.718   -1.7133     0.018     0.056     0.460
    2.734   -1.7106     0.016     0.058     0.460
    2.751   -1.7105     0.016     0.058     0.464
    2.767   -1.7120     0.014     0.060     0.464
    2.784   -1.7141     0.014     0.060     0.460
    2.800   -1.7156     0.014     0.060     0.464
    2.817   -1.7162     0.014     0.060     0.464
 
# Band-Index   36
    2.817   -1.7162     0.014     0.060     0.464
    2.800   -1.7156     0.014     0.060     0.464
    2.784   -1.7140     0.014     0.060     0.460
    2.767   -1.7120     0.014     0.060     0.464
    2.751   -1.7105     0.016     0.058     0.464
    2.734   -1.7105     0.016     0.058     0.460
    2.718   -1.7133     0.018     0.056     0.460
    2.701   -1.7196     0.022     0.056     0.460
    2.685   -1.7301     0.024     0.055     0.459
    2.668   -1.7445     0.026     0.054     0.456
    2.652   -1.7627     0.028     0.054     0.453
    2.635   -1.7837     0.028     0.052     0.452
    2.619   -1.8068     0.030     0.052     0.450
    2.602   -1.8306     0.030     0.051     0.446
    2.586   -1.8537     0.028     0.050     0.447
    2.569   -1.8735     0.026     0.049     0.444
    2.553   -1.8867     0.024     0.046     0.445
    2.536   -1.8887     0.024     0.039     0.448
    2.520   -1.8803     0.027     0.033     0.453
    2.503   -1.8741     0.030     0.031     0.453
    2.503   -1.8741     0.030     0.031     0.453
    2.480   -1.8582     0.024     0.035     0.452
    2.456   -1.8344     0.022     0.039     0.452
    2.433   -1.8051     0.022     0.039     0.456
    2.410   -1.7735     0.020     0.039     0.456
    2.386   -1.7429     0.020     0.039     0.460
    2.363   -1.7159     0.020     0.039     0.460
    2.340   -1.6941     0.022     0.037     0.464
    2.316   -1.7037     0.058     0.043     0.454
    2.293   -1.7517     0.102     0.017     0.456
    2.269   -1.7412     0.080     0.010     0.466
    2.246   -1.7303     0.080     0.009     0.470
    2.223   -1.7206     0.080     0.009     0.470
    2.199   -1.7124     0.080     0.010     0.470
    2.176   -1.7059     0.080     0.010     0.474
    2.153   -1.7015     0.080     0.011     0.474
    2.129   -1.6992     0.080     0.011     0.476
    2.106   -1.7003     0.058     0.023     0.470
    2.083   -1.7030     0.080     0.014     0.472
    2.059   -1.7039     0.098     0.006     0.478
    2.059   -1.7039     0.098     0.006     0.478
    2.031   -1.6675     0.070     0.020     0.472
    2.002   -1.6218     0.070     0.021     0.476
    1.973   -1.5729     0.070     0.020     0.478
    1.945   -1.5220     0.070     0.020     0.484
    1.916   -1.4704     0.070     0.019     0.484
    1.888   -1.4189     0.070     0.019     0.488
    1.859   -1.3686     0.072     0.018     0.492
    1.830   -1.3203     0.072     0.017     0.498
    1.802   -1.2751     0.072     0.014     0.500
    1.773   -1.2339     0.074     0.014     0.502
    1.744   -1.1976     0.074     0.012     0.506
    1.716   -1.1669     0.074     0.011     0.508
    1.687   -1.1420     0.072     0.010     0.508
    1.659   -1.1223     0.064     0.009     0.514
    1.630   -1.1050     0.042     0.006     0.520
    1.601   -1.0870     0.020     0.003     0.530
    1.573   -1.0723     0.016     0.000     0.532
    1.544   -1.0636     0.014     0.000     0.532
    1.516   -1.0608     0.014     0.000     0.536
    1.516   -1.0608     0.014     0.000     0.536
    1.480   -1.0602     0.014     0.000     0.536
    1.445   -1.0591     0.016     0.000     0.536
    1.410   -1.0597     0.016     0.002     0.532
    1.375   -1.0655     0.018     0.006     0.528
    1.340   -1.0784     0.022     0.008     0.528
    1.305   -1.0979     0.032     0.012     0.516
    1.270   -1.1229     0.050     0.014     0.508
    1.235   -1.1547     0.074     0.016     0.500
    1.200   -1.1991     0.096     0.014     0.496
    1.165   -1.2611     0.102     0.008     0.496
    1.130   -1.3380     0.100     0.006     0.492
    1.095   -1.4261     0.096     0.004     0.488
    1.060   -1.5232     0.092     0.006     0.484
    1.025   -1.6276     0.088     0.004     0.476
    0.990   -1.7377     0.086     0.004     0.468
    0.955   -1.7732     0.068     0.044     0.440
    0.920   -1.7452     0.032     0.054     0.448
    0.885   -1.6619     0.040     0.054     0.452
    0.850   -1.5880     0.048     0.050     0.456
    0.850   -1.5880     0.048     0.050     0.456
    0.838   -1.5744     0.028     0.040     0.476
    0.826   -1.5872     0.028     0.040     0.472
    0.815   -1.5998     0.026     0.042     0.468
    0.803   -1.6119     0.026     0.044     0.472
    0.791   -1.6236     0.024     0.046     0.468
    0.780   -1.6349     0.024     0.048     0.468
    0.768   -1.6457     0.022     0.050     0.468
    0.756   -1.6559     0.022     0.050     0.464
    0.745   -1.6655     0.020     0.052     0.468
    0.733   -1.6745     0.020     0.052     0.468
    0.721   -1.6828     0.018     0.054     0.464
    0.710   -1.6903     0.018     0.056     0.468
    0.698   -1.6969     0.016     0.056     0.464
    0.686   -1.7027     0.016     0.058     0.464
    0.674   -1.7075     0.014     0.058     0.464
