#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS:  84  96
# Band-Index:    1
   0.99904    -16.409515  0.076  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.076
   1.03207    -16.431342  0.076  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   1.06510    -16.452358  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   1.09813    -16.472322  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   1.13116    -16.491003  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   1.16419    -16.508213  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.19722    -16.523772  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.23025    -16.537550  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.26328    -16.549411  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.29631    -16.559238  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.32934    -16.566973  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.36237    -16.572543  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.39539    -16.575903  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.42842    -16.577023  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.098
   1.42842    -16.577023  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.098
   1.46045    -16.576112  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.098
   1.49247    -16.573379  0.094  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.098
   1.52450    -16.568850  0.094  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.098
   1.55653    -16.562549  0.094  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.58855    -16.554535  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.62058    -16.544868  0.090  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.094
   1.65260    -16.533642  0.090  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.68463    -16.520992  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.090
   1.71665    -16.507064  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.090
   1.74868    -16.492082  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   1.78070    -16.476365  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.086
   1.81273    -16.460419  0.082  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   1.84475    -16.445002  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.082
   1.87678    -16.431410  0.076  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   1.90880    -16.421594  0.074  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   1.94083    -16.417931  0.074  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   1.94083    -16.417931  0.074  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   1.97569    -16.417195  0.074  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   2.01056    -16.415028  0.072  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   2.04542    -16.411512  0.076  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   2.08029    -16.406769  0.074  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.076
   2.11515    -16.401000  0.072  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.074
   2.15002    -16.394404  0.070  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.076
   2.18488    -16.387257  0.070  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.072
   2.21975    -16.379787  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.074
   2.25461    -16.372216  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.072
   2.28947    -16.364631  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.072
   2.32434    -16.357025  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.070
   2.35920    -16.349303  0.066  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.070
   2.35920    -16.349303  0.066  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.070
   2.39618    -16.350479  0.065  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.070
   2.43316    -16.353782  0.066  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.069
   2.47014    -16.358677  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.072
   2.50712    -16.364411  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.071
   2.54410    -16.370214  0.070  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.073
   2.58108    -16.375218  0.071  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.074
   2.61806    -16.378665  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.073
   2.65504    -16.379898  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.074
 
# Band-Index:    4
   2.65504    -16.379879  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.074
   2.61806    -16.378647  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.073
   2.58108    -16.375200  0.071  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.074
   2.54410    -16.370198  0.070  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.073
   2.50712    -16.364397  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.071
   2.47014    -16.358664  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.072
   2.43316    -16.353772  0.066  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.069
   2.39618    -16.350470  0.065  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.070
   2.35920    -16.349293  0.066  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.070
