#k-distance eigenvalue[eV]
0.26296566 -15.21860000
0.29583637 -15.23220000
0.32870708 -15.24650000
0.36157779 -15.26120000
0.39444849 -15.27570000
0.42731920 -15.28970000
0.46018991 -15.30250000
0.49306062 -15.31370000
0.52593132 -15.32230000
0.55880203 -15.32790000
0.59167274 -15.32980000
0.59167274 -15.32980000
0.63351033 -15.32840000
0.67534791 -15.32440000
0.71718549 -15.31830000
0.75902307 -15.31060000
0.80086065 -15.30200000
0.80086065 -15.30200000
0.83389032 -15.29480000
0.86691999 -15.28750000
0.89994965 -15.28040000
0.93297933 -15.27350000
0.96600899 -15.26690000
0.99903867 -15.26090000
1.03206833 -15.25540000
1.06509800 -15.25060000
1.09812767 -15.24640000
1.13115734 -15.23880000
1.16418701 -15.22320000
1.19721668 -15.20900000
1.23024634 -15.21300000
1.26327602 -15.21760000
1.29630568 -15.22150000
1.32933536 -15.22460000
1.36236502 -15.22690000
1.39539470 -15.22820000
1.42842436 -15.22870000
1.42842436 -15.22870000
1.46044959 -15.22830000
1.49247482 -15.22700000
1.52450004 -15.22500000
1.55652527 -15.22220000
1.58855050 -15.21870000
1.62057572 -15.21450000
1.65260095 -15.20990000
1.68462618 -15.20490000
1.71665140 -15.19970000
1.74867663 -15.19500000
1.78070186 -15.19560000
1.81272708 -15.19590000
1.84475231 -15.19600000
1.87677754 -15.19600000
1.90880276 -15.19600000
1.94082799 -15.19600000
1.94082799 -15.19600000
1.97569264 -15.19780000
2.01055730 -15.20300000
2.04542194 -15.21140000
2.08028659 -15.22270000
2.11515125 -15.23650000
2.15001590 -15.25220000
2.18488054 -15.26910000
2.21974520 -15.28660000
2.25460985 -15.30410000
2.28947449 -15.32090000
2.32433916 -15.33670000
2.35920380 -15.35110000
2.35920380 -15.35110000
2.39618335 -15.35010000
2.43316289 -15.34760000
2.47014244 -15.34390000
2.50712199 -15.33980000
2.54410153 -15.33590000
2.58108108 -15.33260000
2.61806063 -15.33050000
2.65504017 -15.32980000

0.00000000 -15.16030000
0.03287071 -15.16130000
0.06574142 -15.16420000
0.09861212 -15.16910000
0.13148283 -15.17580000
0.16435354 -15.18430000
0.19722425 -15.19440000
0.23009495 -15.20590000
0.26296566 -15.21790000
0.29583637 -15.21460000
0.32870708 -15.21110000
0.36157779 -15.20740000
0.39444849 -15.20370000
0.42731920 -15.19990000
0.46018991 -15.19600000
0.49306062 -15.19230000
0.52593132 -15.18870000
0.55880203 -15.18530000
0.59167274 -15.18210000
0.59167274 -15.18210000
0.63351033 -15.18220000
0.67534791 -15.18260000
0.71718549 -15.18310000
0.75902307 -15.18370000
0.80086065 -15.18460000
0.80086065 -15.18460000
0.83389032 -15.18530000
0.86691999 -15.18600000
0.89994965 -15.18680000
0.93297933 -15.18760000
0.96600899 -15.18830000
0.99903867 -15.18890000
1.03206833 -15.18930000
1.06509800 -15.18950000
1.09812767 -15.19010000
1.13115734 -15.19630000
1.16418701 -15.20230000
1.19721668 -15.20790000
1.23024634 -15.19650000
1.26327602 -15.18560000
1.29630568 -15.17660000
1.32933536 -15.16950000
1.36236502 -15.16440000
1.39539470 -15.16130000
1.42842436 -15.16030000
1.42842436 -15.16030000
1.46044959 -15.16120000
1.49247482 -15.16400000
1.52450004 -15.16840000
1.55652527 -15.17370000
1.58855050 -15.17950000
1.62057572 -15.18470000
1.65260095 -15.18900000
1.68462618 -15.19190000
1.71665140 -15.19380000
1.74867663 -15.19500000
1.78070186 -15.19560000
1.81272708 -15.19590000
1.84475231 -15.19600000
1.87677754 -15.19600000
1.90880276 -15.19600000
1.94082799 -15.19600000
1.94082799 -15.19600000
1.97569264 -15.19580000
2.01055730 -15.19530000
2.04542194 -15.19440000
2.08028659 -15.19330000
2.11515125 -15.19190000
2.15001590 -15.19020000
2.18488054 -15.18830000
2.21974520 -15.18620000
2.25460985 -15.18400000
2.28947449 -15.18170000
2.32433916 -15.17940000
2.35920380 -15.17710000
2.35920380 -15.17710000
2.39618335 -15.17720000
2.43316289 -15.17770000
2.47014244 -15.17850000
2.50712199 -15.17950000
2.54410153 -15.18050000
2.58108108 -15.18130000
2.61806063 -15.18190000
2.65504017 -15.18210000

0.00000000 -15.16030000
0.03287071 -15.16130000
0.06574142 -15.16420000
0.09861212 -15.16910000
0.13148283 -15.17580000
0.16435354 -15.18430000
0.19722425 -15.19440000
0.23009495 -15.20590000
0.26296566 -15.20080000
0.29583637 -15.19420000
0.32870708 -15.18720000
0.36157779 -15.17980000
0.39444849 -15.17220000
0.42731920 -15.16970000
0.46018991 -15.17170000
0.49306062 -15.17390000
0.52593132 -15.17640000
0.55880203 -15.17910000
0.59167274 -15.18210000
0.59167274 -15.18210000
0.63351033 -15.18150000
0.67534791 -15.17980000
0.71718549 -15.17740000
0.75902307 -15.17480000
0.80086065 -15.17220000
0.80086065 -15.17220000
0.83389032 -15.17040000
0.86691999 -15.16870000
0.89994965 -15.16730000
0.93297933 -15.16610000
0.96600899 -15.16500000
0.99903867 -15.17110000
1.03206833 -15.17740000
1.06509800 -15.18380000
1.09812767 -15.18930000
1.13115734 -15.18870000
1.16418701 -15.18750000
1.19721668 -15.18550000
1.23024634 -15.18230000
1.26327602 -15.17830000
1.29630568 -15.17340000
1.32933536 -15.16840000
1.36236502 -15.16410000
1.39539470 -15.16130000
1.42842436 -15.16030000
1.42842436 -15.16030000
1.46044959 -15.16120000
1.49247482 -15.16400000
1.52450004 -15.16830000
1.55652527 -15.17370000
1.58855050 -15.17950000
1.62057572 -15.18470000
1.65260095 -15.18900000
1.68462618 -15.19190000
1.71665140 -15.19380000
1.74867663 -15.19430000
1.78070186 -15.18910000
1.81272708 -15.18430000
1.84475231 -15.18010000
1.87677754 -15.17680000
1.90880276 -15.17470000
1.94082799 -15.17400000
1.94082799 -15.17400000
1.97569264 -15.17350000
2.01055730 -15.17210000
2.04542194 -15.16990000
2.08028659 -15.16680000
2.11515125 -15.16380000
2.15001590 -15.16520000
2.18488054 -15.16680000
2.21974520 -15.16850000
2.25460985 -15.17050000
2.28947449 -15.17260000
2.32433916 -15.17480000
2.35920380 -15.17710000
2.35920380 -15.17710000
2.39618335 -15.17720000
2.43316289 -15.17770000
2.47014244 -15.17850000
2.50712199 -15.17950000
2.54410153 -15.18050000
2.58108108 -15.18130000
2.61806063 -15.18190000
2.65504017 -15.18210000

0.00000000 -15.16030000
0.03287071 -15.16030000
0.06574142 -15.16040000
0.09861212 -15.16070000
0.13148283 -15.16100000
0.16435354 -15.16140000
0.19722425 -15.16190000
0.23009495 -15.16250000
0.26296566 -15.16320000
0.29583637 -15.16410000
0.32870708 -15.16520000
0.36157779 -15.16650000
0.39444849 -15.16800000
0.42731920 -15.16430000
0.46018991 -15.15640000
0.49306062 -15.14830000
0.52593132 -15.14040000
0.55880203 -15.13240000
0.59167274 -15.12470000
0.59167274 -15.12470000
0.63351033 -15.12530000
0.67534791 -15.12700000
0.71718549 -15.12980000
0.75902307 -15.13360000
0.80086065 -15.13850000
0.80086065 -15.13850000
0.83389032 -15.14290000
0.86691999 -15.14790000
0.89994965 -15.15320000
0.93297933 -15.15890000
0.96600899 -15.16490000
0.99903867 -15.16410000
1.03206833 -15.16330000
1.06509800 -15.16260000
1.09812767 -15.16210000
1.13115734 -15.16170000
1.16418701 -15.16130000
1.19721668 -15.16100000
1.23024634 -15.16080000
1.26327602 -15.16070000
1.29630568 -15.16050000
1.32933536 -15.16040000
1.36236502 -15.16030000
1.39539470 -15.16030000
1.42842436 -15.16030000
1.42842436 -15.16030000
1.46044959 -15.16030000
1.49247482 -15.16030000
1.52450004 -15.16030000
1.55652527 -15.16030000
1.58855050 -15.16040000
1.62057572 -15.16040000
1.65260095 -15.16050000
1.68462618 -15.16050000
1.71665140 -15.16060000
1.74867663 -15.16050000
1.78070186 -15.16060000
1.81272708 -15.16060000
1.84475231 -15.16060000
1.87677754 -15.16060000
1.90880276 -15.16060000
1.94082799 -15.16060000
1.94082799 -15.16060000
1.97569264 -15.16070000
2.01055730 -15.16110000
2.04542194 -15.16180000
2.08028659 -15.16270000
2.11515125 -15.16300000
2.15001590 -15.15860000
2.18488054 -15.15360000
2.21974520 -15.14820000
2.25460985 -15.14240000
2.28947449 -15.13640000
2.32433916 -15.13030000
2.35920380 -15.12420000
2.35920380 -15.12420000
2.39618335 -15.12430000
2.43316289 -15.12430000
2.47014244 -15.12440000
2.50712199 -15.12450000
2.54410153 -15.12460000
2.58108108 -15.12460000
2.61806063 -15.12470000
2.65504017 -15.12470000

0.00000000 -15.06830000
0.03287071 -15.06840000
0.06574142 -15.06860000
0.09861212 -15.06910000
0.13148283 -15.06970000
0.16435354 -15.07060000
0.19722425 -15.07170000
0.23009495 -15.07310000
0.26296566 -15.07480000
0.29583637 -15.07700000
0.32870708 -15.07970000
0.36157779 -15.08300000
0.39444849 -15.08700000
0.42731920 -15.09180000
0.46018991 -15.09720000
0.49306062 -15.10330000
0.52593132 -15.11000000
0.55880203 -15.11720000
0.59167274 -15.12470000
0.59167274 -15.12470000
0.63351033 -15.12410000
0.67534791 -15.12230000
0.71718549 -15.11930000
0.75902307 -15.11540000
0.80086065 -15.11070000
0.80086065 -15.11070000
0.83389032 -15.10650000
0.86691999 -15.10210000
0.89994965 -15.09740000
0.93297933 -15.09280000
0.96600899 -15.08840000
0.99903867 -15.08430000
1.03206833 -15.08080000
1.06509800 -15.07780000
1.09812767 -15.07540000
1.13115734 -15.07350000
1.16418701 -15.07210000
1.19721668 -15.07100000
1.23024634 -15.07020000
1.26327602 -15.06960000
1.29630568 -15.06910000
1.32933536 -15.06880000
1.36236502 -15.06850000
1.39539470 -15.06840000
1.42842436 -15.06830000
1.42842436 -15.06830000
1.46044959 -15.06840000
1.49247482 -15.06840000
1.52450004 -15.06870000
1.55652527 -15.06880000
1.58855050 -15.06920000
1.62057572 -15.06960000
1.65260095 -15.07010000
1.68462618 -15.07080000
1.71665140 -15.07170000
1.74867663 -15.07280000
1.78070186 -15.07410000
1.81272708 -15.07580000
1.84475231 -15.07740000
1.87677754 -15.07880000
1.90880276 -15.07980000
1.94082799 -15.08020000
1.94082799 -15.08020000
1.97569264 -15.08060000
2.01055730 -15.08180000
2.04542194 -15.08370000
2.08028659 -15.08620000
2.11515125 -15.08930000
2.15001590 -15.09300000
2.18488054 -15.09710000
2.21974520 -15.10180000
2.25460985 -15.10690000
2.28947449 -15.11240000
2.32433916 -15.11820000
2.35920380 -15.12420000
2.35920380 -15.12420000
2.39618335 -15.12420000
2.43316289 -15.12430000
2.47014244 -15.12440000
2.50712199 -15.12450000
2.54410153 -15.12450000
2.58108108 -15.12460000
2.61806063 -15.12460000
2.65504017 -15.12470000

0.00000000 -15.06830000
0.03287071 -15.06820000
0.06574142 -15.06780000
0.09861212 -15.06700000
0.13148283 -15.06600000
0.16435354 -15.06470000
0.19722425 -15.06310000
0.23009495 -15.06130000
0.26296566 -15.05930000
0.29583637 -15.05710000
0.32870708 -15.05820000
0.36157779 -15.05930000
0.39444849 -15.06010000
0.42731920 -15.06060000
0.46018991 -15.06090000
0.49306062 -15.06090000
0.52593132 -15.06060000
0.55880203 -15.06010000
0.59167274 -15.05940000
0.59167274 -15.05940000
0.63351033 -15.05950000
0.67534791 -15.05960000
0.71718549 -15.05980000
0.75902307 -15.06000000
0.80086065 -15.06010000
0.80086065 -15.06010000
0.83389032 -15.06000000
0.86691999 -15.05990000
0.89994965 -15.05970000
0.93297933 -15.05940000
0.96600899 -15.05910000
0.99903867 -15.05880000
1.03206833 -15.05860000
1.06509800 -15.05860000
1.09812767 -15.05880000
1.13115734 -15.06000000
1.16418701 -15.06170000
1.19721668 -15.06310000
1.23024634 -15.06450000
1.26327602 -15.06570000
1.29630568 -15.06660000
1.32933536 -15.06740000
1.36236502 -15.06790000
1.39539470 -15.06830000
1.42842436 -15.06830000
1.42842436 -15.06830000
1.46044959 -15.06820000
1.49247482 -15.06790000
1.52450004 -15.06730000
1.55652527 -15.06650000
1.58855050 -15.06560000
1.62057572 -15.06450000
1.65260095 -15.06330000
1.68462618 -15.06210000
1.71665140 -15.06100000
1.74867663 -15.06010000
1.78070186 -15.05930000
1.81272708 -15.05880000
1.84475231 -15.05850000
1.87677754 -15.05830000
1.90880276 -15.05810000
1.94082799 -15.05810000
1.94082799 -15.05810000
1.97569264 -15.05810000
2.01055730 -15.05810000
2.04542194 -15.05810000
2.08028659 -15.05830000
2.11515125 -15.05860000
2.15001590 -15.05900000
2.18488054 -15.05940000
2.21974520 -15.05970000
2.25460985 -15.05990000
2.28947449 -15.06000000
2.32433916 -15.05980000
2.35920380 -15.05950000
2.35920380 -15.05950000
2.39618335 -15.05950000
2.43316289 -15.05950000
2.47014244 -15.05950000
2.50712199 -15.05950000
2.54410153 -15.05940000
2.58108108 -15.05940000
2.61806063 -15.05940000
2.65504017 -15.05940000

0.00000000 -15.06830000
0.03287071 -15.06820000
0.06574142 -15.06780000
0.09861212 -15.06700000
0.13148283 -15.06600000
0.16435354 -15.06470000
0.19722425 -15.06310000
0.23009495 -15.06130000
0.26296566 -15.05930000
0.29583637 -15.05700000
0.32870708 -15.05470000
0.36157779 -15.05220000
0.39444849 -15.04960000
0.42731920 -15.05100000
0.46018991 -15.05340000
0.49306062 -15.05540000
0.52593132 -15.05710000
0.55880203 -15.05840000
0.59167274 -15.05940000
0.59167274 -15.05940000
0.63351033 -15.05930000
0.67534791 -15.05920000
0.71718549 -15.05890000
0.75902307 -15.05850000
0.80086065 -15.05810000
0.80086065 -15.05810000
0.83389032 -15.05760000
0.86691999 -15.05690000
0.89994965 -15.05610000
0.93297933 -15.05500000
0.96600899 -15.05350000
0.99903867 -15.05230000
1.03206833 -15.05430000
1.06509800 -15.05630000
1.09812767 -15.05820000
1.13115734 -15.05950000
1.16418701 -15.06060000
1.19721668 -15.06190000
1.23024634 -15.06330000
1.26327602 -15.06470000
1.29630568 -15.06600000
1.32933536 -15.06700000
1.36236502 -15.06780000
1.39539470 -15.06820000
1.42842436 -15.06830000
1.42842436 -15.06830000
1.46044959 -15.06820000
1.49247482 -15.06790000
1.52450004 -15.06730000
1.55652527 -15.06650000
1.58855050 -15.06560000
1.62057572 -15.06450000
1.65260095 -15.06330000
1.68462618 -15.06210000
1.71665140 -15.06100000
1.74867663 -15.06010000
1.78070186 -15.05930000
1.81272708 -15.05880000
1.84475231 -15.05850000
1.87677754 -15.05830000
1.90880276 -15.05810000
1.94082799 -15.05810000
1.94082799 -15.05810000
1.97569264 -15.05790000
2.01055730 -15.05740000
2.04542194 -15.05650000
2.08028659 -15.05540000
2.11515125 -15.05480000
2.15001590 -15.05550000
2.18488054 -15.05630000
2.21974520 -15.05710000
2.25460985 -15.05780000
2.28947449 -15.05850000
2.32433916 -15.05910000
2.35920380 -15.05950000
2.35920380 -15.05950000
2.39618335 -15.05950000
2.43316289 -15.05950000
2.47014244 -15.05950000
2.50712199 -15.05950000
2.54410153 -15.05940000
2.58108108 -15.05940000
2.61806063 -15.05940000
2.65504017 -15.05940000

0.00000000 -15.04390000
0.03287071 -15.04410000
0.06574142 -15.04490000
0.09861212 -15.04610000
0.13148283 -15.04770000
0.16435354 -15.04960000
0.19722425 -15.05150000
0.23009495 -15.05340000
0.26296566 -15.05520000
0.29583637 -15.05680000
0.32870708 -15.05470000
0.36157779 -15.05210000
0.39444849 -15.04950000
0.42731920 -15.04700000
0.46018991 -15.04430000
0.49306062 -15.04180000
0.52593132 -15.03950000
0.55880203 -15.03760000
0.59167274 -15.03680000
0.59167274 -15.03680000
0.63351033 -15.03690000
0.67534791 -15.03740000
0.71718549 -15.03820000
0.75902307 -15.03940000
0.80086065 -15.04100000
0.80086065 -15.04100000
0.83389032 -15.04250000
0.86691999 -15.04430000
0.89994965 -15.04610000
0.93297933 -15.04810000
0.96600899 -15.05020000
0.99903867 -15.05160000
1.03206833 -15.04920000
1.06509800 -15.04860000
1.09812767 -15.04880000
1.13115734 -15.04890000
1.16418701 -15.04880000
1.19721668 -15.04840000
1.23024634 -15.04790000
1.26327602 -15.04710000
1.29630568 -15.04620000
1.32933536 -15.04540000
1.36236502 -15.04460000
1.39539470 -15.04410000
1.42842436 -15.04390000
1.42842436 -15.04390000
1.46044959 -15.04400000
1.49247482 -15.04430000
1.52450004 -15.04470000
1.55652527 -15.04510000
1.58855050 -15.04550000
1.62057572 -15.04570000
1.65260095 -15.04560000
1.68462618 -15.04520000
1.71665140 -15.04440000
1.74867663 -15.04300000
1.78070186 -15.04500000
1.81272708 -15.04770000
1.84475231 -15.04980000
1.87677754 -15.05120000
1.90880276 -15.05210000
1.94082799 -15.05230000
