  #K-Path    Energy        Zn        In         S
# NKPTS & NBANDS: 120  76
# Band-Index    1
    2.569  -14.0754     0.000     0.886     0.060
    2.584  -14.0739     0.000     0.888     0.058
    2.600  -14.0727     0.000     0.887     0.056
    2.616  -14.0718     0.000     0.888     0.056
    2.631  -14.0711     0.000     0.888     0.056
    2.647  -14.0706     0.000     0.888     0.060
    2.662  -14.0704     0.000     0.890     0.056
 
# Band-Index    6
    2.662  -14.0704     0.000     0.890     0.056
    2.647  -14.0706     0.000     0.888     0.060
    2.631  -14.0711     0.000     0.888     0.056
    2.616  -14.0718     0.000     0.888     0.056
    2.600  -14.0727     0.000     0.887     0.056
    2.584  -14.0739     0.000     0.888     0.058
    2.569  -14.0753     0.000     0.886     0.058
    2.553  -14.0769     0.000     0.886     0.058
    2.537  -14.0787     0.000     0.887     0.058
    2.522  -14.0805     0.000     0.886     0.060
    2.506  -14.0824     0.000     0.886     0.060
    2.491  -14.0843     0.000     0.885     0.060
    2.475  -14.0862     0.001     0.885     0.060
    2.459  -14.0880     0.001     0.884     0.059
    2.444  -14.0896     0.001     0.884     0.058
    2.428  -14.0910     0.001     0.883     0.056
    2.413  -14.0922     0.001     0.882     0.059
    2.397  -14.0931     0.001     0.883     0.060
    2.381  -14.0936     0.001     0.883     0.060
    2.366  -14.0938     0.001     0.883     0.060
    2.366  -14.0938     0.001     0.883     0.060
    2.344  -14.0847     0.002     0.887     0.058
    2.322  -14.0749     0.000     0.891     0.054
    2.300  -14.0644     0.000     0.894     0.054
    2.277  -14.0535     0.000     0.900     0.048
    2.255  -14.0422     0.000     0.904     0.046
    2.233  -14.0306     0.000     0.909     0.044
    2.211  -14.0190     0.000     0.914     0.038
    2.189  -14.0074     0.000     0.921     0.036
    2.167  -13.9960     0.000     0.927     0.032
    2.145  -13.9851     0.000     0.933     0.026
    2.123  -13.9747     0.000     0.938     0.024
    2.101  -13.9652     0.000     0.945     0.018
    2.079  -13.9565     0.000     0.950     0.016
    2.057  -13.9489     0.000     0.955     0.014
    2.035  -13.9454     0.000     0.942     0.014
    2.012  -13.9469     0.000     0.943     0.014
    1.990  -13.9479     0.000     0.942     0.014
    1.968  -13.9486     0.000     0.941     0.014
    1.946  -13.9488     0.000     0.940     0.014
    1.946  -13.9488     0.000     0.940     0.014
    1.919  -13.9493     0.000     0.941     0.014
    1.892  -13.9510     0.000     0.940     0.014
    1.865  -13.9538     0.000     0.938     0.020
    1.838  -13.9573     0.000     0.934     0.022
    1.811  -13.9615     0.000     0.934     0.022
    1.784  -13.9662     0.000     0.930     0.022
    1.757  -13.9712     0.000     0.927     0.022
    1.730  -13.9764     0.000     0.922     0.022
    1.703  -13.9815     0.000     0.920     0.030
    1.676  -13.9866     0.000     0.915     0.030
    1.649  -13.9914     0.000     0.912     0.030
    1.622  -13.9893     0.000     0.949     0.016
    1.595  -13.9827     0.000     0.956     0.010
    1.568  -13.9779     0.000     0.959     0.008
    1.541  -13.9747     0.000     0.962     0.008
    1.514  -13.9726     0.000     0.962     0.008
    1.486  -13.9714     0.000     0.965     0.008
    1.459  -13.9707     0.000     0.966     0.008
    1.432  -13.9705     0.000     0.964     0.008
    1.432  -13.9705     0.000     0.964     0.008
    1.399  -13.9705     0.000     0.964     0.008
    1.366  -13.9706     0.000     0.964     0.008
    1.333  -13.9708     0.000     0.964     0.008
    1.300  -13.9711     0.000     0.964     0.008
    1.267  -13.9716     0.000     0.962     0.008
    1.234  -13.9722     0.000     0.960     0.012
    1.201  -13.9726     0.000     0.956     0.012
    1.167  -13.9722     0.000     0.950     0.012
    1.134  -13.9737     0.000     0.930     0.032
    1.101  -13.9872     0.000     0.938     0.024
    1.068  -13.9906     0.000     0.936     0.024
    1.035  -13.9951     0.000     0.934     0.024
    1.002  -14.0005     0.000     0.928     0.028
    0.969  -14.0066     0.000     0.924     0.032
    0.936  -14.0133     0.000     0.920     0.036
    0.902  -14.0204     0.000     0.916     0.040
    0.869  -14.0277     0.000     0.910     0.044
    0.836  -14.0352     0.000     0.906     0.048
    0.803  -14.0426     0.000     0.902     0.048
    0.803  -14.0426     0.000     0.902     0.048
    0.792  -14.0449     0.000     0.900     0.052
    0.781  -14.0473     0.000     0.900     0.052
    0.770  -14.0495     0.000     0.898     0.052
    0.759  -14.0518     0.000     0.896     0.052
    0.748  -14.0539     0.000     0.896     0.054
    0.737  -14.0560     0.000     0.896     0.052
    0.726  -14.0579     0.000     0.894     0.052
    0.715  -14.0598     0.000     0.894     0.052
    0.704  -14.0615     0.000     0.892     0.052
    0.693  -14.0632     0.000     0.892     0.052
    0.682  -14.0646     0.000     0.892     0.056
    0.671  -14.0660     0.000     0.890     0.056
    0.660  -14.0671     0.000     0.890     0.056
    0.649  -14.0682     0.000     0.888     0.056
    0.637  -14.0690     0.000     0.888     0.056
    0.626  -14.0696     0.000     0.888     0.056
    0.615  -14.0701     0.000     0.888     0.056
    0.604  -14.0703     0.000     0.888     0.056
    0.593  -14.0704     0.000     0.890     0.056
    0.593  -14.0704     0.000     0.890     0.056
    0.562  -14.0686     0.000     0.888     0.056
    0.531  -14.0634     0.000     0.890     0.056
    0.500  -14.0551     0.000     0.894     0.052
    0.468  -14.0443     0.000     0.898     0.052
    0.437  -14.0317     0.000     0.904     0.048
    0.406  -14.0180     0.000     0.910     0.044
    0.375  -14.0034     0.000     0.916     0.040
    0.343  -13.9886     0.000     0.922     0.036
    0.312  -13.9739     0.000     0.928     0.032
    0.281  -13.9596     0.000     0.936     0.028
    0.250  -13.9562     0.000     0.968     0.008
    0.219  -13.9593     0.000     0.968     0.008
    0.187  -13.9622     0.000     0.964     0.008
    0.156  -13.9647     0.000     0.964     0.008
    0.125  -13.9667     0.000     0.964     0.008
    0.094  -13.9683     0.000     0.964     0.008
    0.062  -13.9695     0.000     0.964     0.008
    0.031  -13.9702     0.000     0.964     0.008
    0.000  -13.9705     0.000     0.964     0.008
 
# Band-Index    7
    0.000  -13.8891     0.000     0.971     0.006
    0.031  -13.8901     0.000     0.970     0.004
    0.062  -13.8929     0.000     0.969     0.004
    0.094  -13.8976     0.000     0.966     0.008
    0.125  -13.9042     0.000     0.964     0.008
    0.156  -13.9125     0.000     0.958     0.012
    0.187  -13.9223     0.000     0.954     0.016
    0.219  -13.9336     0.000     0.948     0.020
    0.250  -13.9461     0.000     0.942     0.024
    0.281  -13.9596     0.000     0.936     0.028
    0.312  -13.9665     0.000     0.932     0.024
    0.343  -13.9590     0.000     0.936     0.016
    0.375  -13.9512     0.000     0.940     0.016
    0.406  -13.9432     0.000     0.944     0.016
    0.437  -13.9351     0.000     0.948     0.016
    0.468  -13.9284     0.000     0.968     0.008
    0.500  -13.9243     0.000     0.968     0.008
    0.531  -13.9203     0.000     0.968     0.008
    0.562  -13.9165     0.000     0.968     0.008
    0.593  -13.9130     0.000     0.970     0.008
    0.593  -13.9130     0.000     0.970     0.008
    0.604  -13.9130     0.000     0.970     0.004
    0.615  -13.9130     0.000     0.970     0.004
    0.626  -13.9131     0.000     0.970     0.004
    0.637  -13.9132     0.000     0.970     0.004
    0.649  -13.9133     0.000     0.970     0.004
    0.660  -13.9134     0.000     0.970     0.004
    0.671  -13.9135     0.000     0.970     0.004
    0.682  -13.9137     0.000     0.970     0.004
    0.693  -13.9139     0.000     0.970     0.004
    0.704  -13.9141     0.000     0.970     0.004
    0.715  -13.9143     0.000     0.970     0.004
    0.726  -13.9145     0.000     0.970     0.004
    0.737  -13.9148     0.000     0.970     0.004
    0.748  -13.9150     0.000     0.970     0.004
    0.759  -13.9153     0.000     0.970     0.004
    0.770  -13.9156     0.000     0.968     0.004
    0.781  -13.9160     0.000     0.970     0.004
    0.792  -13.9163     0.000     0.970     0.004
    0.803  -13.9166     0.000     0.968     0.004
    0.803  -13.9166     0.000     0.968     0.004
    0.836  -13.9176     0.000     0.970     0.004
    0.869  -13.9198     0.000     0.954     0.012
    0.902  -13.9255     0.000     0.952     0.012
    0.936  -13.9317     0.000     0.950     0.012
    0.969  -13.9381     0.000     0.946     0.012
    1.002  -13.9447     0.000     0.944     0.016
    1.035  -13.9514     0.000     0.942     0.016
    1.068  -13.9580     0.000     0.938     0.016
    1.101  -13.9642     0.000     0.938     0.016
    1.134  -13.9694     0.000     0.942     0.016
    1.167  -13.9570     0.000     0.938     0.024
    1.201  -13.9417     0.000     0.944     0.024
    1.234  -13.9281     0.000     0.950     0.016
    1.267  -13.9164     0.000     0.958     0.016
    1.300  -13.9067     0.000     0.962     0.012
    1.333  -13.8990     0.000     0.966     0.008
    1.366  -13.8935     0.000     0.969     0.008
    1.399  -13.8902     0.000     0.970     0.004
    1.432  -13.8891     0.000     0.971     0.006
    1.432  -13.8891     0.000     0.971     0.006
    1.459  -13.8899     0.000     0.970     0.004
    1.486  -13.8920     0.000     0.969     0.004
    1.514  -13.8955     0.000     0.967     0.008
    1.541  -13.9000     0.000     0.966     0.010
    1.568  -13.9053     0.000     0.963     0.010
    1.595  -13.9110     0.000     0.961     0.010
    1.622  -13.9163     0.000     0.960     0.010
    1.649  -13.9209     0.000     0.961     0.010
    1.676  -13.9244     0.000     0.962     0.012
    1.703  -13.9270     0.000     0.964     0.010
    1.730  -13.9287     0.000     0.964     0.010
    1.757  -13.9298     0.000     0.965     0.010
    1.784  -13.9305     0.000     0.966     0.010
    1.811  -13.9308     0.000     0.966     0.010
    1.838  -13.9309     0.000     0.967     0.004
    1.865  -13.9310     0.000     0.967     0.004
    1.892  -13.9310     0.000     0.968     0.004
    1.919  -13.9310     0.000     0.968     0.004
    1.946  -13.9310     0.000     0.967     0.004
    1.946  -13.9310     0.000     0.966     0.004
    1.968  -13.9317     0.000     0.966     0.006
    1.990  -13.9339     0.000     0.966     0.006
    2.012  -13.9376     0.000     0.962     0.010
    2.035  -13.9426     0.000     0.959     0.012
    2.057  -13.9436     0.000     0.944     0.014
    2.079  -13.9415     0.000     0.945     0.014
    2.101  -13.9390     0.000     0.945     0.014
    2.123  -13.9362     0.000     0.946     0.014
    2.145  -13.9332     0.000     0.948     0.014
    2.167  -13.9300     0.000     0.949     0.014
    2.189  -13.9265     0.000     0.952     0.014
    2.211  -13.9230     0.000     0.953     0.010
    2.233  -13.9197     0.000     0.959     0.008
    2.255  -13.9172     0.000     0.965     0.008
    2.277  -13.9153     0.000     0.968     0.006
    2.300  -13.9134     0.000     0.968     0.006
    2.322  -13.9116     0.000     0.968     0.006
    2.344  -13.9098     0.000     0.970     0.006
    2.366  -13.9081     0.000     0.968     0.008
    2.366  -13.9081     0.000     0.968     0.008
    2.381  -13.9081     0.000     0.968     0.008
    2.397  -13.9082     0.000     0.968     0.008
    2.413  -13.9083     0.000     0.968     0.008
    2.428  -13.9085     0.000     0.969     0.008
    2.444  -13.9088     0.000     0.970     0.008
    2.459  -13.9091     0.000     0.969     0.008
    2.475  -13.9094     0.000     0.969     0.008
    2.491  -13.9098     0.000     0.969     0.008
    2.506  -13.9101     0.000     0.970     0.008
    2.522  -13.9106     0.000     0.969     0.008
    2.537  -13.9110     0.000     0.970     0.008
    2.553  -13.9114     0.000     0.970     0.008
    2.569  -13.9118     0.000     0.970     0.008
    2.584  -13.9121     0.000     0.970     0.008
    2.600  -13.9124     0.000     0.970     0.008
    2.616  -13.9127     0.000     0.970     0.008
    2.631  -13.9128     0.000     0.970     0.008
    2.647  -13.9129     0.000     0.970     0.008
    2.662  -13.9130     0.000     0.970     0.008
 
# Band-Index    8
    2.662  -13.9129     0.000     0.970     0.008
    2.647  -13.9129     0.000     0.970     0.008
    2.631  -13.9128     0.000     0.970     0.008
    2.616  -13.9126     0.000     0.970     0.008
    2.600  -13.9124     0.000     0.970     0.008
    2.584  -13.9120     0.000     0.970     0.008
    2.569  -13.9117     0.000     0.970     0.008
    2.553  -13.9113     0.000     0.970     0.008
    2.537  -13.9109     0.000     0.970     0.008
    2.522  -13.9105     0.000     0.970     0.008
    2.506  -13.9101     0.000     0.970     0.008
    2.491  -13.9097     0.000     0.969     0.008
    2.475  -13.9093     0.000     0.969     0.008
    2.459  -13.9090     0.000     0.969     0.008
    2.444  -13.9087     0.000     0.970     0.008
    2.428  -13.9084     0.000     0.969     0.008
    2.413  -13.9083     0.000     0.968     0.008
    2.397  -13.9081     0.000     0.968     0.008
    2.381  -13.9081     0.000     0.968     0.008
    2.366  -13.9080     0.000     0.968     0.008
    2.366  -13.9080     0.000     0.968     0.008
    2.344  -13.9063     0.000     0.970     0.006
    2.322  -13.9046     0.000     0.969     0.006
    2.300  -13.9065     0.000     0.959     0.008
    2.277  -13.9105     0.000     0.958     0.008
    2.255  -13.9143     0.000     0.959     0.008
    2.233  -13.9175     0.000     0.963     0.006
    2.211  -13.9197     0.000     0.967     0.006
    2.189  -13.9214     0.000     0.969     0.008
    2.167  -13.9230     0.000     0.969     0.008
    2.145  -13.9244     0.000     0.969     0.008
    2.123  -13.9257     0.000     0.968     0.008
    2.101  -13.9269     0.000     0.967     0.004
    2.079  -13.9280     0.000     0.967     0.004
    2.057  -13.9289     0.000     0.968     0.004
    2.035  -13.9296     0.000     0.968     0.004
    2.012  -13.9302     0.000     0.966     0.004
    1.990  -13.9306     0.000     0.967     0.004
    1.968  -13.9309     0.000     0.966     0.004
    1.946  -13.9310     0.000     0.967     0.006
    1.946  -13.9310     0.000     0.967     0.006
    1.919  -13.9310     0.000     0.967     0.006
    1.892  -13.9310     0.000     0.967     0.006
    1.865  -13.9310     0.000     0.967     0.006
    1.838  -13.9309     0.000     0.965     0.006
    1.811  -13.9308     0.000     0.966     0.010
    1.784  -13.9305     0.000     0.966     0.010
    1.757  -13.9298     0.000     0.965     0.008
    1.730  -13.9287     0.000     0.964     0.008
    1.703  -13.9270     0.000     0.964     0.008
    1.676  -13.9244     0.000     0.961     0.010
    1.649  -13.9209     0.000     0.960     0.010
    1.622  -13.9163     0.000     0.961     0.010
    1.595  -13.9110     0.000     0.961     0.010
    1.568  -13.9053     0.000     0.964     0.010
    1.541  -13.9000     0.000     0.965     0.008
    1.514  -13.8955     0.000     0.967     0.006
    1.486  -13.8920     0.000     0.969     0.006
