#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  76
# Band-Index    1
   0.78100    -14.279640  0.000  0.002  0.000  0.000  0.004  0.004  0.620  0.000  0.206  0.836
   0.76996    -14.283872  0.000  0.002  0.000  0.000  0.004  0.004  0.620  0.000  0.206  0.836
   0.75892    -14.287942  0.000  0.002  0.000  0.000  0.004  0.004  0.620  0.000  0.206  0.834
   0.74788    -14.291717  0.000  0.002  0.000  0.000  0.004  0.004  0.620  0.000  0.206  0.834
   0.73684    -14.295246  0.000  0.002  0.000  0.000  0.004  0.004  0.618  0.000  0.206  0.834
   0.72580    -14.298540  0.000  0.002  0.000  0.000  0.004  0.004  0.618  0.000  0.206  0.832
   0.71476    -14.301568  0.000  0.002  0.000  0.000  0.004  0.004  0.618  0.000  0.206  0.832
   0.70372    -14.304342  0.000  0.002  0.000  0.000  0.004  0.004  0.618  0.000  0.206  0.832
   0.69268    -14.306882  0.000  0.002  0.000  0.000  0.002  0.002  0.618  0.000  0.206  0.830
   0.68164    -14.309139  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.830
   0.67060    -14.311135  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.830
   0.65956    -14.312867  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.830
   0.64852    -14.314335  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.830
   0.63747    -14.315529  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.828
   0.62643    -14.316415  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.828
   0.61539    -14.317071  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.828
   0.60435    -14.317385  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.828
   0.59331    -14.317520  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.828
   0.59331    -14.317520  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.828
   0.56209    -14.318983  0.000  0.002  0.000  0.000  0.002  0.002  0.614  0.000  0.208  0.828
   0.53086    -14.323258  0.000  0.002  0.000  0.000  0.002  0.002  0.606  0.000  0.214  0.826
   0.49963    -14.329780  0.000  0.002  0.000  0.000  0.002  0.002  0.598  0.000  0.218  0.824
   0.46841    -14.338045  0.000  0.000  0.000  0.000  0.004  0.004  0.582  0.000  0.232  0.822
   0.43718    -14.347534  0.000  0.000  0.000  0.000  0.006  0.004  0.568  0.000  0.242  0.820
   0.40595    -14.357715  0.000  0.000  0.000  0.000  0.006  0.006  0.556  0.000  0.250  0.818
   0.37472    -14.368213  0.000  0.000  0.000  0.000  0.006  0.006  0.544  0.000  0.259  0.816
   0.34350    -14.378669  0.002  0.000  0.000  0.000  0.006  0.006  0.532  0.000  0.268  0.814
   0.31227    -14.388835  0.002  0.000  0.000  0.000  0.006  0.006  0.524  0.000  0.274  0.812
   0.28104    -14.398435  0.002  0.000  0.000  0.000  0.008  0.008  0.516  0.000  0.278  0.810
   0.24982    -14.407408  0.002  0.000  0.000  0.000  0.008  0.008  0.510  0.000  0.282  0.808
   0.21859    -14.415569  0.002  0.000  0.000  0.000  0.008  0.008  0.506  0.000  0.286  0.806
   0.18736    -14.422830  0.002  0.000  0.000  0.000  0.008  0.008  0.500  0.000  0.288  0.804
   0.15614    -14.429102  0.002  0.000  0.000  0.000  0.008  0.008  0.496  0.000  0.290  0.804
   0.12491    -14.434288  0.002  0.000  0.000  0.000  0.008  0.008  0.492  0.000  0.292  0.802
   0.09368    -14.438387  0.002  0.000  0.000  0.000  0.008  0.008  0.492  0.000  0.292  0.802
   0.06245    -14.441344  0.002  0.000  0.000  0.000  0.008  0.008  0.490  0.000  0.294  0.800
   0.03123    -14.443137  0.002  0.000  0.000  0.000  0.008  0.008  0.487  0.000  0.295  0.799
   0.00000    -14.443734  0.002  0.000  0.000  0.000  0.002  0.012  0.274  0.000  0.510  0.799
 
# Band-Index    3
   0.00000    -14.443733  0.001  0.000  0.000  0.000  0.006  0.004  0.430  0.007  0.354  0.801
   0.03123    -14.443137  0.002  0.000  0.000  0.000  0.008  0.008  0.492  0.000  0.292  0.800
   0.06245    -14.441344  0.002  0.000  0.000  0.000  0.008  0.008  0.491  0.000  0.292  0.801
   0.09368    -14.438386  0.002  0.000  0.000  0.000  0.008  0.008  0.492  0.000  0.292  0.802
   0.12491    -14.434288  0.002  0.000  0.000  0.000  0.008  0.008  0.496  0.000  0.290  0.801
   0.15614    -14.429101  0.002  0.000  0.000  0.000  0.008  0.008  0.498  0.000  0.288  0.803
   0.18736    -14.422829  0.002  0.000  0.000  0.000  0.008  0.008  0.502  0.000  0.286  0.804
   0.21859    -14.415569  0.002  0.000  0.000  0.000  0.008  0.008  0.506  0.000  0.284  0.806
   0.24982    -14.407408  0.002  0.000  0.000  0.000  0.008  0.008  0.512  0.000  0.280  0.808
   0.28104    -14.398434  0.002  0.000  0.000  0.000  0.008  0.008  0.518  0.000  0.276  0.810
   0.31227    -14.388835  0.002  0.000  0.000  0.000  0.006  0.006  0.526  0.000  0.272  0.812
   0.34350    -14.378669  0.002  0.000  0.000  0.000  0.006  0.006  0.534  0.000  0.266  0.814
   0.37472    -14.367339  0.000  0.000  0.000  0.000  0.000  0.000  0.196  0.020  0.590  0.808
   0.40595    -14.353744  0.000  0.000  0.000  0.000  0.000  0.000  0.196  0.020  0.592  0.808
   0.43718    -14.339040  0.000  0.000  0.000  0.000  0.000  0.000  0.196  0.020  0.592  0.812
   0.46841    -14.323219  0.000  0.000  0.000  0.000  0.000  0.000  0.196  0.020  0.592  0.816
   0.49963    -14.306302  0.000  0.000  0.000  0.000  0.000  0.000  0.200  0.024  0.596  0.820
   0.53086    -14.288562  0.000  0.000  0.000  0.000  0.000  0.000  0.200  0.024  0.596  0.824
   0.56209    -14.269798  0.000  0.000  0.000  0.000  0.000  0.000  0.200  0.028  0.596  0.828
   0.59331    -14.250449  0.000  0.000  0.000  0.000  0.000  0.000  0.200  0.028  0.600  0.832
